warn: LLAMA_ARG_REPACK environment variable is set, but will be overwritten by command line argument --no-repack
0.00.037.095 W DEPRECATED: argument '--tensor-filter' specified multiple times, use comma-separated values instead (only last value will be used)
0.00.037.100 W DEPRECATED: argument '--tensor-filter' specified multiple times, use comma-separated values instead (only last value will be used)
0.00.037.100 W DEPRECATED: argument '--tensor-filter' specified multiple times, use comma-separated values instead (only last value will be used)
0.00.037.101 W DEPRECATED: argument '--tensor-filter' specified multiple times, use comma-separated values instead (only last value will be used)
0.00.037.101 W DEPRECATED: argument '--tensor-filter' specified multiple times, use comma-separated values instead (only last value will be used)
0.00.037.101 W DEPRECATED: argument '--tensor-filter' specified multiple times, use comma-separated values instead (only last value will be used)
0.00.037.102 W DEPRECATED: argument '--tensor-filter' specified multiple times, use comma-separated values instead (only last value will be used)
0.00.037.102 W DEPRECATED: argument '--tensor-filter' specified multiple times, use comma-separated values instead (only last value will be used)
0.00.037.104 W DEPRECATED: argument '--tensor-filter' specified multiple times, use comma-separated values instead (only last value will be used)
0.00.037.105 W DEPRECATED: argument '--tensor-filter' specified multiple times, use comma-separated values instead (only last value will be used)
0.00.037.105 W DEPRECATED: argument '--tensor-filter' specified multiple times, use comma-separated values instead (only last value will be used)
0.00.037.105 W DEPRECATED: argument '--tensor-filter' specified multiple times, use comma-separated values instead (only last value will be used)
0.00.037.106 W DEPRECATED: argument '--tensor-filter' specified multiple times, use comma-separated values instead (only last value will be used)
0.00.037.106 W DEPRECATED: argument '--tensor-filter' specified multiple times, use comma-separated values instead (only last value will be used)
0.00.037.106 W DEPRECATED: argument '--tensor-filter' specified multiple times, use comma-separated values instead (only last value will be used)
[E2-FOLD] arch=qwen35moe experts_folded R=-1 lead=0 unique_ffn=10/48 gamma=1.000 map=[E2-FOLD] shared expert follows the LOGICAL layer
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,26,26,26,26,30,30,32,32,32,32,32,32,38,38,38,41,41,41,44,45,46,47
[E2-FOLD] mixer (attn / delta-net) is NOT folded — logical index kept
    [
        [
            [      0.0057,       0.0051,       0.0008,    ...,       0.0026,       0.0013,       0.0026  ],
            [      0.0029,       0.0036,       0.0004,    ...,       0.0018,       0.0017,       0.0035  ],
            [      0.0033,       0.0058,       0.0028,    ...,       0.0017,       0.0021,       0.0021  ],
            ..., 
            [      0.0017,       0.0072,       0.0008,    ...,       0.0009,       0.0037,       0.0093  ],
            [      0.0021,       0.0075,       0.0014,    ...,       0.0019,       0.0030,       0.0023  ],
            [      0.0024,       0.0074,       0.0020,    ...,       0.0015,       0.0019,       0.0030  ],
        ],
    ]
    sum = 512.003113
common_debug_cb_eval:         ffn_moe_probs-36 = (f32)   SOFT_MAX(ffn_moe_logits-36{256, 512, 1, 1}, }) = {256, 512, 1, 1}
    [
        [
            [      0.0046,       0.0009,       0.0032,    ...,       0.0015,       0.0020,       0.0063  ],
            [      0.0039,       0.0021,       0.0033,    ...,       0.0010,       0.0035,       0.0060  ],
            [      0.0048,       0.0008,       0.0050,    ...,       0.0010,       0.0041,       0.0051  ],
            ..., 
            [      0.0083,       0.0015,       0.0029,    ...,       0.0068,       0.0021,       0.0088  ],
            [      0.0065,       0.0017,       0.0052,    ...,       0.0047,       0.0038,       0.0063  ],
            [      0.0055,       0.0013,       0.0064,    ...,       0.0026,       0.0044,       0.0046  ],
        ],
    ]
    sum = 511.999390
common_debug_cb_eval:         ffn_moe_probs-37 = (f32)   SOFT_MAX(ffn_moe_logits-37{256, 512, 1, 1}, }) = {256, 512, 1, 1}
    [
        [
            [      0.0016,       0.0020,       0.0030,    ...,       0.0024,       0.0033,       0.0028  ],
            [      0.0007,       0.0014,       0.0050,    ...,       0.0027,       0.0018,       0.0010  ],
            [      0.0006,       0.0016,       0.0028,    ...,       0.0014,       0.0017,       0.0032  ],
            ..., 
            [      0.0013,       0.0007,       0.0035,    ...,       0.0046,       0.0040,       0.0043  ],
            [      0.0006,       0.0009,       0.0038,    ...,       0.0150,       0.0034,       0.0006  ],
            [      0.0011,       0.0010,       0.0036,    ...,       0.0077,       0.0025,       0.0038  ],
        ],
    ]
    sum = 512.000610
common_debug_cb_eval:         ffn_moe_probs-39 = (f32)   SOFT_MAX(ffn_moe_logits-39{256, 512, 1, 1}, }) = {256, 512, 1, 1}
    [
        [
            [      0.0049,       0.0061,       0.0015,    ...,       0.0017,       0.0016,       0.0025  ],
            [      0.0029,       0.0033,       0.0012,    ...,       0.0040,       0.0028,       0.0023  ],
            [      0.0041,       0.0071,       0.0036,    ...,       0.0037,       0.0016,       0.0029  ],
            ..., 
            [      0.0022,       0.0058,       0.0016,    ...,       0.0013,       0.0095,       0.0019  ],
            [      0.0020,       0.0093,       0.0014,    ...,       0.0022,       0.0191,       0.0025  ],
            [      0.0023,       0.0050,       0.0028,    ...,       0.0027,       0.0115,       0.0036  ],
        ],
    ]
    sum = 511.997284
common_debug_cb_eval:         ffn_moe_probs-40 = (f32)   SOFT_MAX(ffn_moe_logits-40{256, 512, 1, 1}, }) = {256, 512, 1, 1}
    [
        [
            [      0.0040,       0.0043,       0.0054,    ...,       0.0053,       0.0122,       0.0022  ],
            [      0.0033,       0.0035,       0.0059,    ...,       0.0073,       0.0074,       0.0026  ],
            [      0.0069,       0.0016,       0.0037,    ...,       0.0084,       0.0063,       0.0033  ],
            ..., 
            [      0.0042,       0.0055,       0.0027,    ...,       0.0058,       0.0061,       0.0024  ],
            [      0.0038,       0.0054,       0.0028,    ...,       0.0077,       0.0043,       0.0030  ],
            [      0.0061,       0.0037,       0.0040,    ...,       0.0090,       0.0041,       0.0034  ],
        ],
    ]
    sum = 512.001221
common_debug_cb_eval:         ffn_moe_probs-42 = (f32)   SOFT_MAX(ffn_moe_logits-42{256, 512, 1, 1}, }) = {256, 512, 1, 1}
    [
        [
            [      0.0005,       0.0044,       0.0033,    ...,       0.0057,       0.0046,       0.0016  ],
            [      0.0004,       0.0044,       0.0011,    ...,       0.0070,       0.0066,       0.0017  ],
            [      0.0007,       0.0034,       0.0023,    ...,       0.0064,       0.0068,       0.0027  ],
            ..., 
            [      0.0003,       0.0035,       0.0060,    ...,       0.0166,       0.0033,       0.0040  ],
            [      0.0003,       0.0074,       0.0043,    ...,       0.0044,       0.0052,       0.0062  ],
            [      0.0001,       0.0178,       0.0028,    ...,       0.0049,       0.0039,       0.0041  ],
        ],
    ]
    sum = 512.000854
common_debug_cb_eval:         ffn_moe_probs-43 = (f32)   SOFT_MAX(ffn_moe_logits-43{256, 512, 1, 1}, }) = {256, 512, 1, 1}
    [
        [
            [      0.0024,       0.0105,       0.0063,    ...,       0.0027,       0.0036,       0.0021  ],
            [      0.0017,       0.0052,       0.0036,    ...,       0.0024,       0.0052,       0.0015  ],
            [      0.0021,       0.0049,       0.0060,    ...,       0.0018,       0.0037,       0.0020  ],
            ..., 
            [      0.0014,       0.0038,       0.0083,    ...,       0.0014,       0.0034,       0.0006  ],
            [      0.0020,       0.0060,       0.0018,    ...,       0.0027,       0.0050,       0.0030  ],
            [      0.0019,       0.0059,       0.0042,    ...,       0.0024,       0.0057,       0.0010  ],
        ],
    ]
    sum = 511.999725
common_debug_cb_eval:         ffn_moe_probs-23 = (f32)   SOFT_MAX(ffn_moe_logits-23{256, 512, 1, 1}, }) = {256, 512, 1, 1}
    [
        [
            [      0.0002,       0.0009,       0.0007,    ...,       0.0028,       0.0049,       0.0055  ],
            [      0.0001,       0.0010,       0.0008,    ...,       0.0013,       0.0055,       0.0093  ],
            [      0.0004,       0.0016,       0.0009,    ...,       0.0025,       0.0081,       0.0061  ],
            ..., 
            [      0.0005,       0.0009,       0.0011,    ...,       0.0018,       0.0050,       0.0029  ],
            [      0.0003,       0.0007,       0.0005,    ...,       0.0011,       0.0033,       0.0017  ],
            [      0.0005,       0.0028,       0.0006,    ...,       0.0008,       0.0059,       0.0016  ],
        ],
    ]
    sum = 511.998505
common_debug_cb_eval:         ffn_moe_probs-24 = (f32)   SOFT_MAX(ffn_moe_logits-24{256, 512, 1, 1}, }) = {256, 512, 1, 1}
    [
        [
            [      0.0007,       0.0006,       0.0422,    ...,       0.0047,       0.0018,       0.0019  ],
            [      0.0006,       0.0003,       0.0015,    ...,       0.0024,       0.0015,       0.0010  ],
            [      0.0037,       0.0007,       0.0019,    ...,       0.0021,       0.0014,       0.0020  ],
            ..., 
            [      0.0009,       0.0018,       0.0128,    ...,       0.0040,       0.0047,       0.0036  ],
            [      0.0007,       0.0004,       0.0015,    ...,       0.0032,       0.0088,       0.0019  ],
            [      0.0031,       0.0007,       0.0033,    ...,       0.0054,       0.0093,       0.0021  ],
        ],
    ]
    sum = 512.001831
common_debug_cb_eval:         ffn_moe_probs-25 = (f32)   SOFT_MAX(ffn_moe_logits-25{256, 512, 1, 1}, }) = {256, 512, 1, 1}
    [
        [
            [      0.0008,       0.0003,       0.0008,    ...,       0.0056,       0.0013,       0.0037  ],
            [      0.0003,       0.0002,       0.0004,    ...,       0.0042,       0.0015,       0.0038  ],
            [      0.0009,       0.0005,       0.0019,    ...,       0.0040,       0.0004,       0.0044  ],
            ..., 
            [      0.0013,       0.0003,       0.0007,    ...,       0.0080,       0.0020,       0.0063  ],
            [      0.0005,       0.0002,       0.0004,    ...,       0.0043,       0.0003,       0.0093  ],
            [      0.0008,       0.0005,       0.0003,    ...,       0.0071,       0.0004,       0.0092  ],
        ],
    ]
    sum = 511.999878
common_debug_cb_eval:         ffn_moe_probs-27 = (f32)   SOFT_MAX(ffn_moe_logits-27{256, 512, 1, 1}, }) = {256, 512, 1, 1}
    [
        [
            [      0.0034,       0.0005,       0.0049,    ...,       0.0051,       0.0029,       0.0020  ],
            [      0.0032,       0.0004,       0.0029,    ...,       0.0033,       0.0028,       0.0024  ],
            [      0.0035,       0.0007,       0.0138,    ...,       0.0021,       0.0037,       0.0015  ],
            ..., 
            [      0.0021,       0.0010,       0.0035,    ...,       0.0026,       0.0040,       0.0084  ],
            [      0.0032,       0.0003,       0.0019,    ...,       0.0022,       0.0029,       0.0018  ],
            [      0.0036,       0.0009,       0.0056,    ...,       0.0015,       0.0038,       0.0019  ],
        ],
    ]
    sum = 511.999054
common_debug_cb_eval:         ffn_moe_probs-28 = (f32)   SOFT_MAX(ffn_moe_logits-28{256, 512, 1, 1}, }) = {256, 512, 1, 1}
    [
        [
            [      0.0002,       0.0016,       0.0035,    ...,       0.0015,       0.0036,       0.0027  ],
            [      0.0000,       0.0004,       0.0004,    ...,       0.0010,       0.0013,       0.0014  ],
            [      0.0028,       0.0047,       0.0129,    ...,       0.0018,       0.0047,       0.0035  ],
            ..., 
            [      0.0013,       0.0033,       0.0043,    ...,       0.0035,       0.0033,       0.0038  ],
            [      0.0001,       0.0004,       0.0004,    ...,       0.0018,       0.0020,       0.0034  ],
            [      0.0017,       0.0010,       0.0051,    ...,       0.0015,       0.0034,       0.0033  ],
        ],
    ]
    sum = 511.999420
common_debug_cb_eval:         ffn_moe_probs-29 = (f32)   SOFT_MAX(ffn_moe_logits-29{256, 512, 1, 1}, }) = {256, 512, 1, 1}
    [
        [
            [      0.0008,       0.0002,       0.0005,    ...,       0.0058,       0.0021,       0.0038  ],
            [      0.0016,       0.0002,       0.0005,    ...,       0.0047,       0.0025,       0.0045  ],
            [      0.0008,       0.0004,       0.0049,    ...,       0.0021,       0.0041,       0.0254  ],
            ..., 
            [      0.0012,       0.0001,       0.0011,    ...,       0.0025,       0.0021,       0.0036  ],
            [      0.0010,       0.0003,       0.0017,    ...,       0.0024,       0.0020,       0.0036  ],
            [      0.0014,       0.0003,       0.0027,    ...,       0.0031,       0.0026,       0.0049  ],
        ],
    ]
    sum = 511.999115
common_debug_cb_eval:         ffn_moe_probs-31 = (f32)   SOFT_MAX(ffn_moe_logits-31{256, 512, 1, 1}, }) = {256, 512, 1, 1}
    [
        [
            [      0.0177,       0.0018,       0.0003,    ...,       0.0010,       0.0017,       0.0047  ],
            [      0.0013,       0.0010,       0.0002,    ...,       0.0020,       0.0028,       0.0075  ],
            [      0.0012,       0.0013,       0.0009,    ...,       0.0030,       0.0014,       0.0045  ],
            ..., 
            [      0.0194,       0.0015,       0.0003,    ...,       0.0011,       0.0116,       0.0056  ],
            [      0.0006,       0.0009,       0.0023,    ...,       0.0014,       0.0069,       0.0043  ],
            [      0.0008,       0.0006,       0.0043,    ...,       0.0012,       0.0047,       0.0029  ],
        ],
    ]
    sum = 512.004150
common_debug_cb_eval:         ffn_moe_probs-33 = (f32)   SOFT_MAX(ffn_moe_logits-33{256, 512, 1, 1}, }) = {256, 512, 1, 1}
    [
        [
            [      0.0064,       0.0021,       0.0019,    ...,       0.0043,       0.0049,       0.0016  ],
            [      0.0095,       0.0013,       0.0015,    ...,       0.0037,       0.0030,       0.0015  ],
            [      0.0062,       0.0022,       0.0019,    ...,       0.0052,       0.0064,       0.0014  ],
            ..., 
            [      0.0088,       0.0036,       0.0025,    ...,       0.0052,       0.0048,       0.0022  ],
            [      0.0122,       0.0016,       0.0043,    ...,       0.0028,       0.0014,       0.0011  ],
            [      0.0064,       0.0143,       0.0071,    ...,       0.0039,       0.0007,       0.0010  ],
        ],
    ]
    sum = 511.997314
common_debug_cb_eval:         ffn_moe_probs-34 = (f32)   SOFT_MAX(ffn_moe_logits-34{256, 512, 1, 1}, }) = {256, 512, 1, 1}
    [
        [
            [      0.0004,       0.0021,       0.0038,    ...,       0.0008,       0.0006,       0.0043  ],
            [      0.0002,       0.0029,       0.0045,    ...,       0.0005,       0.0006,       0.0037  ],
            [      0.0006,       0.0016,       0.0039,    ...,       0.0006,       0.0016,       0.0066  ],
            ..., 
            [      0.0003,       0.0118,       0.0068,    ...,       0.0039,       0.0003,       0.0044  ],
            [      0.0011,       0.0064,       0.0027,    ...,       0.0026,       0.0004,       0.0063  ],
            [      0.0008,       0.0202,       0.0043,    ...,       0.0008,       0.0027,       0.0074  ],
        ],
    ]
    sum = 511.996674
common_debug_cb_eval:         ffn_moe_probs-35 = (f32)   SOFT_MAX(ffn_moe_logits-35{256, 512, 1, 1}, }) = {256, 512, 1, 1}
    [
        [
            [      0.0033,       0.0085,       0.0012,    ...,       0.0012,       0.0021,       0.0891  ],
            [      0.0039,       0.0111,       0.0007,    ...,       0.0016,       0.0039,       0.0035  ],
            [      0.0022,       0.0069,       0.0013,    ...,       0.0010,       0.0036,       0.0025  ],
            ..., 
            [      0.0058,       0.0038,       0.0013,    ...,       0.0242,       0.0018,       0.0091  ],
            [      0.0061,       0.0057,       0.0008,    ...,       0.0061,       0.0032,       0.0017  ],
            [      0.0107,       0.0034,       0.0005,    ...,       0.0049,       0.0032,       0.0052  ],
        ],
    ]
    sum = 511.998688
common_debug_cb_eval:         ffn_moe_probs-36 = (f32)   SOFT_MAX(ffn_moe_logits-36{256, 512, 1, 1}, }) = {256, 512, 1, 1}
    [
        [
            [      0.0063,       0.0021,       0.0061,    ...,       0.0023,       0.0039,       0.0057  ],
            [      0.0071,       0.0024,       0.0080,    ...,       0.0027,       0.0060,       0.0060  ],
            [      0.0110,       0.0017,       0.0020,    ...,       0.0084,       0.0020,       0.0115  ],
            ..., 
            [      0.0130,       0.0014,       0.0266,    ...,       0.0027,       0.0029,       0.0055  ],
            [      0.0083,       0.0023,       0.0050,    ...,       0.0028,       0.0031,       0.0114  ],
            [      0.0078,       0.0020,       0.0046,    ...,       0.0037,       0.0015,       0.0045  ],
        ],
    ]
    sum = 511.997131
common_debug_cb_eval:         ffn_moe_probs-37 = (f32)   SOFT_MAX(ffn_moe_logits-37{256, 512, 1, 1}, }) = {256, 512, 1, 1}
    [
        [
            [      0.0019,       0.0010,       0.0088,    ...,       0.0107,       0.0022,       0.0021  ],
            [      0.0008,       0.0012,       0.0034,    ...,       0.0064,       0.0026,       0.0048  ],
            [      0.0010,       0.0006,       0.0062,    ...,       0.0100,       0.0042,       0.0027  ],
            ..., 
            [      0.0011,       0.0008,       0.0035,    ...,       0.0020,       0.0028,       0.0031  ],
            [      0.0007,       0.0008,       0.0177,    ...,       0.0042,       0.0049,       0.0006  ],
            [      0.0013,       0.0017,       0.0028,    ...,       0.0032,       0.0045,       0.0003  ],
        ],
    ]
    sum = 512.000854
common_debug_cb_eval:         ffn_moe_probs-39 = (f32)   SOFT_MAX(ffn_moe_logits-39{256, 512, 1, 1}, }) = {256, 512, 1, 1}
    [
        [
            [      0.0021,       0.0045,       0.0014,    ...,       0.0019,       0.0092,       0.0026  ],
            [      0.0022,       0.0073,       0.0018,    ...,       0.0022,       0.0060,       0.0026  ],
            [      0.0018,       0.0033,       0.0015,    ...,       0.0014,       0.0222,       0.0017  ],
            ..., 
            [      0.0048,       0.0095,       0.0026,    ...,       0.0038,       0.0054,       0.0072  ],
            [      0.0028,       0.0123,       0.0016,    ...,       0.0020,       0.0052,       0.0032  ],
            [      0.0031,       0.0207,       0.0010,    ...,       0.0015,       0.0017,       0.0018  ],
        ],
    ]
    sum = 512.000244
common_debug_cb_eval:         ffn_moe_probs-40 = (f32)   SOFT_MAX(ffn_moe_logits-40{256, 512, 1, 1}, }) = {256, 512, 1, 1}
    [
        [
            [      0.0057,       0.0050,       0.0043,    ...,       0.0068,       0.0046,       0.0027  ],
            [      0.0049,       0.0030,       0.0034,    ...,       0.0063,       0.0031,       0.0032  ],
            [      0.0036,       0.0041,       0.0040,    ...,       0.0052,       0.0043,       0.0021  ],
            ..., 
            [      0.0043,       0.0052,       0.0052,    ...,       0.0070,       0.0162,       0.0035  ],
            [      0.0033,       0.0039,       0.0054,    ...,       0.0065,       0.0177,       0.0038  ],
            [      0.0026,       0.0038,       0.0054,    ...,       0.0046,       0.0042,       0.0024  ],
        ],
    ]
    sum = 512.004333
common_debug_cb_eval:         ffn_moe_probs-42 = (f32)   SOFT_MAX(ffn_moe_logits-42{256, 512, 1, 1}, }) = {256, 512, 1, 1}
    [
        [
            [      0.0002,       0.0036,       0.0030,    ...,       0.0070,       0.0026,       0.0007  ],
            [      0.0006,       0.0042,       0.0042,    ...,       0.0047,       0.0036,       0.0009  ],
            [      0.0009,       0.0028,       0.0096,    ...,       0.0031,       0.0048,       0.0010  ],
            ..., 
            [      0.0003,       0.0026,       0.0028,    ...,       0.0103,       0.0017,       0.0017  ],
            [      0.0004,       0.0028,       0.0040,    ...,       0.0048,       0.0033,       0.0011  ],
            [      0.0004,       0.0082,       0.0043,    ...,       0.0114,       0.0033,       0.0008  ],
        ],
    ]
    sum = 512.003662
common_debug_cb_eval:         ffn_moe_probs-43 = (f32)   SOFT_MAX(ffn_moe_logits-43{256, 512, 1, 1}, }) = {256, 512, 1, 1}
    [
        [
            [      0.0019,       0.0052,       0.0101,    ...,       0.0012,       0.0045,       0.0012  ],
            [      0.0019,       0.0045,       0.0026,    ...,       0.0024,       0.0036,       0.0035  ],
            [      0.0023,       0.0038,       0.0018,    ...,       0.0021,       0.0035,       0.0008  ],
            ..., 
            [      0.0013,       0.0094,       0.0183,    ...,       0.0019,       0.0034,       0.0018  ],
            [      0.0015,       0.0168,       0.0050,    ...,       0.0026,       0.0034,       0.0071  ],
            [      0.0018,       0.0238,       0.0037,    ...,       0.0018,       0.0037,       0.0052  ],
        ],
    ]
    sum = 512.000244
common_debug_cb_eval:         ffn_moe_probs-23 = (f32)   SOFT_MAX(ffn_moe_logits-23{256, 340, 1, 1}, }) = {256, 340, 1, 1}
    [
        [
            [      0.0010,       0.0006,       0.0007,    ...,       0.0010,       0.0046,       0.0025  ],
            [      0.0017,       0.0037,       0.0027,    ...,       0.0013,       0.0057,       0.0023  ],
            [      0.0009,       0.0035,       0.0092,    ...,       0.0022,       0.0053,       0.0031  ],
            ..., 
            [      0.0010,       0.0003,       0.0030,    ...,       0.0016,       0.0008,       0.0019  ],
            [      0.0007,       0.0009,       0.0014,    ...,       0.0041,       0.0035,       0.0042  ],
            [      0.0006,       0.0012,       0.0014,    ...,       0.0033,       0.0044,       0.0042  ],
        ],
    ]
    sum = 340.000336
common_debug_cb_eval:         ffn_moe_probs-24 = (f32)   SOFT_MAX(ffn_moe_logits-24{256, 340, 1, 1}, }) = {256, 340, 1, 1}
    [
        [
            [      0.0012,       0.0013,       0.0074,    ...,       0.0036,       0.0100,       0.0015  ],
            [      0.0020,       0.0038,       0.0049,    ...,       0.0053,       0.0048,       0.0027  ],
            [      0.0013,       0.0026,       0.0030,    ...,       0.0063,       0.0051,       0.0020  ],
            ..., 
            [      0.0004,       0.0049,       0.0031,    ...,       0.0035,       0.0021,       0.0034  ],
            [      0.0006,       0.0027,       0.0022,    ...,       0.0046,       0.0033,       0.0034  ],
            [      0.0007,       0.0027,       0.0079,    ...,       0.0056,       0.0034,       0.0042  ],
        ],
    ]
    sum = 340.000366
common_debug_cb_eval:         ffn_moe_probs-25 = (f32)   SOFT_MAX(ffn_moe_logits-25{256, 340, 1, 1}, }) = {256, 340, 1, 1}
    [
        [
            [      0.0019,       0.0004,       0.0007,    ...,       0.0060,       0.0005,       0.0168  ],
            [      0.0009,       0.0022,       0.0005,    ...,       0.0028,       0.0009,       0.0037  ],
            [      0.0019,       0.0047,       0.0009,    ...,       0.0043,       0.0014,       0.0066  ],
            ..., 
            [      0.0021,       0.0004,       0.0008,    ...,       0.0044,       0.0009,       0.0051  ],
            [      0.0016,       0.0007,       0.0013,    ...,       0.0042,       0.0012,       0.0049  ],
            [      0.0026,       0.0007,       0.0013,    ...,       0.0048,       0.0014,       0.0058  ],
        ],
    ]
    sum = 339.998566
common_debug_cb_eval:         ffn_moe_probs-27 = (f32)   SOFT_MAX(ffn_moe_logits-27{256, 340, 1, 1}, }) = {256, 340, 1, 1}
    [
        [
            [      0.0029,       0.0031,       0.0024,    ...,       0.0030,       0.0029,       0.0011  ],
            [      0.0047,       0.0035,       0.0049,    ...,       0.0038,       0.0042,       0.0039  ],
            [      0.0064,       0.0114,       0.0033,    ...,       0.0068,       0.0024,       0.0037  ],
            ..., 
            [      0.0005,       0.0003,       0.0005,    ...,       0.0037,       0.0048,       0.0046  ],
            [      0.0034,       0.0008,       0.0018,    ...,       0.0066,       0.0048,       0.0075  ],
            [      0.0027,       0.0010,       0.0024,    ...,       0.0050,       0.0057,       0.0075  ],
        ],
    ]
    sum = 339.997406
common_debug_cb_eval:         ffn_moe_probs-28 = (f32)   SOFT_MAX(ffn_moe_logits-28{256, 340, 1, 1}, }) = {256, 340, 1, 1}
    [
        [
            [      0.0011,       0.0011,       0.0033,    ...,       0.0008,       0.0018,       0.0017  ],
            [      0.0012,       0.0016,       0.0023,    ...,       0.0020,       0.0049,       0.0022  ],
            [      0.0014,       0.0006,       0.0010,    ...,       0.0018,       0.0066,       0.0020  ],
            ..., 
            [      0.0001,       0.0013,       0.0009,    ...,       0.0028,       0.0025,       0.0019  ],
            [      0.0002,       0.0027,       0.0012,    ...,       0.0031,       0.0036,       0.0019  ],
            [      0.0005,       0.0037,       0.0034,    ...,       0.0046,       0.0044,       0.0026  ],
        ],
    ]
    sum = 340.000275
common_debug_cb_eval:         ffn_moe_probs-29 = (f32)   SOFT_MAX(ffn_moe_logits-29{256, 340, 1, 1}, }) = {256, 340, 1, 1}
    [
        [
            [      0.0007,       0.0001,       0.0008,    ...,       0.0034,       0.0019,       0.0020  ],
            [      0.0028,       0.0014,       0.0021,    ...,       0.0045,       0.0026,       0.0025  ],
            [      0.0028,       0.0048,       0.0016,    ...,       0.0034,       0.0023,       0.0029  ],
            ..., 
            [      0.0061,       0.0002,       0.0010,    ...,       0.0047,       0.0031,       0.0025  ],
            [      0.0029,       0.0004,       0.0011,    ...,       0.0033,       0.0041,       0.0026  ],
            [      0.0032,       0.0002,       0.0012,    ...,       0.0031,       0.0032,       0.0027  ],
        ],
    ]
    sum = 340.000824
common_debug_cb_eval:         ffn_moe_probs-31 = (f32)   SOFT_MAX(ffn_moe_logits-31{256, 340, 1, 1}, }) = {256, 340, 1, 1}
    [
        [
            [      0.0012,       0.0019,       0.0007,    ...,       0.0029,       0.0089,       0.0043  ],
            [      0.0011,       0.0018,       0.0016,    ...,       0.0068,       0.0024,       0.0040  ],
            [      0.0013,       0.0018,       0.0005,    ...,       0.0048,       0.0015,       0.0042  ],
            ..., 
            [      0.0008,       0.0013,       0.0005,    ...,       0.0009,       0.0027,       0.0096  ],
            [      0.0203,       0.0016,       0.0002,    ...,       0.0040,       0.0024,       0.0070  ],
            [      0.0387,       0.0025,       0.0004,    ...,       0.0021,       0.0026,       0.0084  ],
        ],
    ]
    sum = 340.000183
common_debug_cb_eval:         ffn_moe_probs-33 = (f32)   SOFT_MAX(ffn_moe_logits-33{256, 340, 1, 1}, }) = {256, 340, 1, 1}
    [
        [
            [      0.0064,       0.0346,       0.0041,    ...,       0.0027,       0.0039,       0.0008  ],
            [      0.0043,       0.0553,       0.0056,    ...,       0.0039,       0.0026,       0.0009  ],
            [      0.0027,       0.0541,       0.0069,    ...,       0.0039,       0.0019,       0.0011  ],
            ..., 
            [      0.0028,       0.0029,       0.0029,    ...,       0.0039,       0.0015,       0.0028  ],
            [      0.0069,       0.0055,       0.0021,    ...,       0.0042,       0.0041,       0.0020  ],
            [      0.0084,       0.0054,       0.0017,    ...,       0.0061,       0.0071,       0.0022  ],
        ],
    ]
    sum = 340.002197
common_debug_cb_eval:         ffn_moe_probs-34 = (f32)   SOFT_MAX(ffn_moe_logits-34{256, 340, 1, 1}, }) = {256, 340, 1, 1}
    [
        [
            [      0.0002,       0.0178,       0.0017,    ...,       0.0015,       0.0019,       0.0055  ],
            [      0.0020,       0.0190,       0.0054,    ...,       0.0016,       0.0264,       0.0072  ],
            [      0.0021,       0.0117,       0.0046,    ...,       0.0022,       0.0990,       0.0080  ],
            ..., 
            [      0.0004,       0.0019,       0.0067,    ...,       0.0010,       0.0005,       0.0027  ],
            [      0.0006,       0.0032,       0.0044,    ...,       0.0014,       0.0006,       0.0043  ],
            [      0.0005,       0.0054,       0.0037,    ...,       0.0011,       0.0007,       0.0037  ],
        ],
    ]
    sum = 339.999634
common_debug_cb_eval:         ffn_moe_probs-35 = (f32)   SOFT_MAX(ffn_moe_logits-35{256, 340, 1, 1}, }) = {256, 340, 1, 1}
    [
        [
            [      0.0045,       0.0038,       0.0014,    ...,       0.0108,       0.0029,       0.0057  ],
            [      0.0183,       0.0038,       0.0010,    ...,       0.0048,       0.0057,       0.0034  ],
            [      0.0204,       0.0043,       0.0009,    ...,       0.0037,       0.0027,       0.0019  ],
            ..., 
            [      0.0027,       0.0044,       0.0013,    ...,       0.0027,       0.0014,       0.0016  ],
            [      0.0034,       0.0056,       0.0022,    ...,       0.0022,       0.0011,       0.0056  ],
            [      0.0038,       0.0061,       0.0023,    ...,       0.0027,       0.0014,       0.0107  ],
        ],
    ]
    sum = 340.001343
common_debug_cb_eval:         ffn_moe_probs-36 = (f32)   SOFT_MAX(ffn_moe_logits-36{256, 340, 1, 1}, }) = {256, 340, 1, 1}
    [
        [
            [      0.0124,       0.0015,       0.0064,    ...,       0.0051,       0.0036,       0.0064  ],
            [      0.0049,       0.0018,       0.0030,    ...,       0.0028,       0.0027,       0.0050  ],
            [      0.0060,       0.0017,       0.0022,    ...,       0.0020,       0.0018,       0.0041  ],
            ..., 
            [      0.0024,       0.0030,       0.0039,    ...,       0.0026,       0.0718,       0.0032  ],
            [      0.0032,       0.0038,       0.0034,    ...,       0.0016,       0.0138,       0.0041  ],
            [      0.0040,       0.0032,       0.0033,    ...,       0.0018,       0.0146,       0.0046  ],
        ],
    ]
    sum = 340.001740
common_debug_cb_eval:         ffn_moe_probs-37 = (f32)   SOFT_MAX(ffn_moe_logits-37{256, 340, 1, 1}, }) = {256, 340, 1, 1}
    [
        [
            [      0.0006,       0.0012,       0.0022,    ...,       0.0029,       0.0023,       0.0034  ],
